Event,Subject,Gender,Author Gender,Story Genre
live,he,M,Female,Fiction
become,he,M,Female,Fiction
give,he,M,Female,Fiction
sum,he,M,Female,Fiction
pursue,him,M,Female,Fiction
lie,he,M,Female,Fiction
cry,he,M,Female,Fiction
spring,he,M,Female,Fiction
say,he,M,Female,Fiction
bear,he,M,Female,Fiction
consider,he,M,Female,Classics
tell,she,F,Female,Classics
come,he,M,Female,Classics
agree,he,M,Female,Classics
fall,he,M,Female,Classics
visit,him,M,Female,Classics
come,he,M,Female,Classics
ought,she,F,Female,Classics
come,he,M,Female,Classics
visit,him,M,Female,Classics
assure,him,M,Female,Classics
choose,he,M,Female,Classics
give,her,F,Female,Classics
discontent,she,F,Female,Classics
fancy,she,F,Female,Classics
intend,he,M,Female,Classics
visit,him,M,Female,Classics
go,he,M,Female,Classics
address,he,M,Female,Classics
address,her,F,Female,Classics
meet,him,M,Female,Classics
introduce,him,M,Female,Classics
serve,her,F,Female,Classics
time,she,F,Female,Classics
introduce,her,F,Female,Classics
introduce,him,M,Female,Classics
know,him,M,Female,Classics
think,she,F,Female,Classics
cry,he,M,Female,Classics
continue,he,M,Female,Classics
wish,he,M,Female,Classics
begin,she,F,Female,Classics
expect,she,F,Female,Classics
speak,he,M,Female,Classics
leave,he,M,Female,Classics
say,she,F,Female,Classics
return,he,M,Female,Classics
ask,him,M,Female,Classics
attack,him,M,Female,Classics
elude,he,M,Female,Classics
mean,he,M,Female,Classics
entertain,he,M,Female,Classics
hear,he,M,Female,Classics
see,he,M,Female,Classics
wear,he,M,Female,Classics
imagine,she,F,Female,Classics
begin,she,F,Female,Classics
fly,he,M,Female,Classics
ought,he,M,Female,Classics
bring,he,M,Female,Classics
look,he,M,Female,Classics
discover,he,M,Female,Classics
save,him,M,Female,Classics
come,he,M,Female,Classics
overhear,her,F,Female,Classics
say,he,M,Female,Classics
look,he,M,Female,Classics
withdraw,he,M,Female,Classics
tell,she,F,Female,Classics
distinguish,she,F,Female,Classics
hope,he,M,Female,Classics
find,he,M,Female,Classics
enter,she,F,Female,Classics
look,she,F,Female,Classics
dance,he,M,Female,Classics
ask,he,M,Female,Classics
ask,he,M,Female,Classics
stand,him,M,Female,Classics
admire,he,M,Female,Classics
admire,her,F,Female,Classics
seem,he,M,Female,Classics
go,she,F,Female,Classics
enquire,he,M,Female,Classics
ask,her,F,Female,Classics
dance,he,M,Female,Classics
have,he,M,Female,Classics
dance,he,M,Female,Classics
sprain,he,M,Female,Classics
interrupt,she,F,Female,Classics
oblige,she,F,Female,Classics
add,she,F,Female,Classics
walk,he,M,Female,Classics
walk,he,M,Female,Classics
give,him,M,Female,Classics
admire,she,F,Female,Classics
admire,him,M,Female,Classics
can,he,M,Female,Classics
help,he,M,Female,Classics
like,him,M,Female,Classics
provide,he,M,Female,Classics
spend,he,M,Female,Classics
establish,he,M,Female,Classics
suit,her,F,Female,Classics
tempt,he,M,Female,Classics
look,he,M,Female,Classics
appear,he,M,Female,Classics
appear,he,M,Female,Classics
feel,he,M,Female,Classics
conceive,he,M,Female,Classics
feel,he,M,Female,Classics
acknowledge,he,M,Female,Classics
smile,she,F,Female,Classics
admire,her,F,Female,Classics
like,her,F,Female,Classics
pronounce,her,F,Female,Classics
choose,he,M,Female,Classics
make,he,M,Female,Classics
give,him,M,Female,Classics
remove,he,M,Female,Classics
think,he,M,Female,Classics
seem,he,M,Female,Classics
dance,he,M,Female,Classics
admire,he,M,Female,Classics
ask,him,M,Female,Classics
like,he,M,Female,Classics
think,he,M,Female,Classics
think,he,M,Female,Classics
sit,he,M,Female,Classics
ask,she,F,Female,Classics
ask,him,M,Female,Classics
like,he,M,Female,Classics
help,he,M,Female,Classics
answer,her,F,Female,Classics
say,she,F,Female,Classics
seem,he,M,Female,Classics
speak,he,M,Female,Classics
talk,he,M,Female,Classics
eat,he,M,Female,Classics
hear,he,M,Female,Classics
dance,he,M,Female,Classics
mortify,he,M,Female,Classics
should,she,F,Female,Classics
continue,she,F,Female,Classics
would,she,F,Female,Classics
admire,he,M,Female,Classics
admire,her,F,Female,Classics
begin,she,F,Female,Classics
consider,she,F,Female,Classics
guard,her,F,Female,Classics
mention,she,F,Female,Classics
lose,she,F,Female,Classics
fix,him,M,Female,Classics
feel,she,F,Female,Classics
help,she,F,Female,Classics
help,him,M,Female,Classics
help,she,F,Female,Classics
help,him,M,Female,Classics
know,he,M,Female,Classics
find,he,M,Female,Classics
must,he,M,Female,Classics
see,he,M,Female,Classics
command,she,F,Female,Classics
choose,she,F,Female,Classics
act,she,F,Female,Classics
know,she,F,Female,Classics
know,him,M,Female,Classics
dance,she,F,Female,Classics
see,she,F,Female,Classics
see,him,M,Female,Classics
understand,her,F,Female,Classics
dine,she,F,Female,Classics
discover,she,F,Female,Classics
become,she,F,Female,Classics
look,he,M,Female,Classics
look,he,M,Female,Classics
make,he,M,Female,Classics
begin,he,M,Female,Classics
detect,he,M,Female,Classics
force,he,M,Female,Classics
catch,he,M,Female,Classics
unawareto,her,F,Female,Classics
begin,he,M,Female,Classics
say,she,F,Female,Classics
know,him,M,Female,Classics
turn,she,F,Female,Classics
add,she,F,Female,Classics
reply,she,F,Female,Classics
sing,she,F,Female,Classics
succeed,she,F,Female,Classics
give,her,F,Female,Classics
reach,she,F,Female,Classics
continue,he,M,Female,Classics
pause,he,M,Female,Classics
strike,he,M,Female,Classics
give,he,M,Female,Classics
draw,she,F,Female,Classics
injure,her,F,Female,Classics
think,he,M,Female,Classics
tell,he,M,Female,Classics
tell,her,F,Female,Classics
listen,he,M,Female,Classics
choose,she,F,Female,Classics
convince,her,F,Female,Classics
succeed,him,M,Female,Classics
see,him,M,Female,Classics
go,he,M,Female,Classics
see,she,F,Female,Classics
call,she,F,Female,Classics
say,he,M,Female,Classics
attend,her,F,Female,Classics
die,she,F,Female,Classics
take,she,F,Female,Classics
stay,she,F,Female,Classics
see,her,F,Female,Classics
declare,she,F,Female,Classics
go,he,M,Female,Classics
show,she,F,Female,Classics
walk,she,F,Female,Classics
hold,her,F,Female,Classics
receive,she,F,Female,Classics
come,her,F,Female,Classics
long,she,F,Female,Classics
treat,she,F,Female,Classics
attend,her,F,Female,Classics
see,she,F,Female,Classics
catch,she,F,Female,Classics
return,her,F,Female,Classics
promise,her,F,Female,Classics
go,she,F,Female,Classics
offer,her,F,Female,Classics
want,she,F,Female,Classics
make,she,F,Female,Classics
regard,she,F,Female,Classics
believe,she,F,Female,Classics
consider,she,F,Female,Classics
find,he,M,Female,Classics
prefer,her,F,Female,Classics
return,she,F,Female,Classics
abuse,her,F,Female,Classics
recommend,her,F,Female,Classics
look,she,F,Female,Classics
scamper,she,F,Female,Classics
come,she,F,Female,Classics
mean,she,F,Female,Classics
reply,he,M,Female,Classics
quit,her,F,Female,Classics
go,she,F,Female,Classics
find,she,F,Female,Classics
decline,she,F,Female,Classics
amuse,she,F,Female,Classics
stay,she,F,Female,Classics
thank,him,M,Female,Classics
offer,he,M,Female,Classics
assure,him,M,Female,Classics
suit,she,F,Female,Classics
reply,he,M,Female,Classics
draw,she,F,Female,Classics
will,she,F,Female,Classics
see,her,F,Female,Classics
possess,she,F,Female,Classics
possess,she,F,Female,Classics
add,she,F,Female,Classics
leave,she,F,Female,Classics
leave,her,F,Female,Classics
hear,she,F,Female,Classics
find,he,M,Female,Classics
receive,she,F,Female,Classics
request,she,F,Female,Classics
find,she,F,Female,Classics
see,her,F,Female,Classics
remove,her,F,Female,Classics
listen,she,F,Female,Classics
attend,her,F,Female,Classics
expect,she,F,Female,Classics
move,her,F,Female,Classics
remain,she,F,Female,Classics
add,she,F,Female,Classics
reply,he,M,Female,Classics
turn,he,M,Female,Classics
gain,she,F,Female,Classics
reply,he,M,Female,Classics
mean,he,M,Female,Classics
ask,her,F,Female,Classics
come,her,F,Female,Classics
call,she,F,Female,Classics
go,she,F,Female,Classics
want,she,F,Female,Classics
seem,she,F,Female,Classics
make,he,M,Female,Classics
think,he,M,Female,Classics
write,he,M,Female,Classics
long,she,F,Female,Classics
trouble,him,M,Female,Classics
perform,she,F,Female,Classics
bring,her,F,Female,Classics
increase,her,F,Female,Classics
remind,him,M,Female,Classics
keep,he,M,Female,Classics
add,she,F,Female,Classics
make,he,M,Female,Classics
see,her,F,Female,Classics
tell,her,F,Female,Classics
know,her,F,Female,Classics
see,her,F,Female,Classics
write,he,M,Female,Classics
study,he,M,Female,Classics
leave,he,M,Female,Classics
show,him,M,Female,Classics
think,he,M,Female,Classics
pay,him,M,Female,Classics
perceive,she,F,Female,Classics
receive,he,M,Female,Classics
apply,he,M,Female,Classics
seat,she,F,Female,Classics
turn,she,F,Female,Classics
know,she,F,Female,Classics
look,he,M,Female,Classics
dislike,he,M,Female,Classics
dislike,her,F,Female,Classics
imagine,she,F,Female,Classics
draw,she,F,Female,Classics
pain,her,F,Female,Classics
like,she,F,Female,Classics
like,him,M,Female,Classics
smile,she,F,Female,Classics
repeat,he,M,Female,Classics
say,she,F,Female,Classics
affront,him,M,Female,Classics
affront,her,F,Female,Classics
believe,he,M,Female,Classics
try,she,F,Female,Classics
say,she,F,Female,Classics
leave,she,F,Female,Classics
run,she,F,Female,Classics
ramble,she,F,Female,Classics
guard,her,F,Female,Classics
attend,her,F,Female,Classics
welcome,she,F,Female,Classics
advance,he,M,Female,Classics
address,he,M,Female,Classics
suffer,she,F,Female,Classics
remove,she,F,Female,Classics
sit,he,M,Female,Classics
obtain,she,F,Female,Classics
assure,she,F,Female,Classics
assure,him,M,Female,Classics
justify,her,F,Female,Classics
make,she,F,Female,Classics
win,she,F,Female,Classics
win,him,M,Female,Classics
answer,he,M,Female,Classics
choose,she,F,Female,Classics
give,she,F,Female,Classics
yawn,she,F,Female,Classics
turn,she,F,Female,Classics
go,he,M,Female,Classics
choose,he,M,Female,Classics
reply,she,F,Female,Classics
get,she,F,Female,Classics
walk,she,F,Female,Classics
resolve,she,F,Female,Classics
invite,he,M,Female,Classics
decline,he,M,Female,Classics
imagine,he,M,Female,Classics
mean,he,M,Female,Classics
die,she,F,Female,Classics
understand,she,F,Female,Classics
understand,him,M,Female,Classics
mean,he,M,Female,Classics
disappoint,him,M,Female,Classics
say,he,M,Female,Classics
allow,she,F,Female,Classics
speak,him,M,Female,Classics
punish,him,M,Female,Classics
defy,he,M,Female,Classics
give,he,M,Female,Classics
own,he,M,Female,Classics
reply,he,M,Female,Classics
begin,he,M,Female,Classics
spare,she,F,Female,Classics
expect,she,F,Female,Classics
urge,she,F,Female,Classics
propose,she,F,Female,Classics
feel,she,F,Female,Classics
attract,she,F,Female,Classics
attract,him,M,Female,Classics
resolve,he,M,Female,Classics
escape,him,M,Female,Classics
elevate,her,F,Female,Classics
speak,he,M,Female,Classics
adhere,he,M,Female,Classics
give,her,F,Female,Classics
see,her,F,Female,Classics
embrace,her,F,Female,Classics
shake,she,F,Female,Classics
feel,he,M,Female,Classics
see,she,F,Female,Classics
explain,he,M,Female,Classics
please,he,M,Female,Classics
continue,she,F,Female,Classics
keep,he,M,Female,Classics
seem,he,M,Female,Classics
lose,him,M,Female,Classics
please,him,M,Female,Classics
fold,he,M,Female,Classics
seem,he,M,Female,Classics
come,him,M,Female,Classics
say,he,M,Female,Classics
discourage,him,M,Female,Classics
mean,he,M,Female,Classics
think,he,M,Female,Classics
say,she,F,Female,Classics
make,him,M,Female,Classics
mean,he,M,Female,Classics
help,he,M,Female,Classics
could,he,M,Female,Classics
find,him,M,Female,Classics
see,him,M,Female,Classics
prepare,she,F,Female,Classics
see,him,M,Female,Classics
seat,he,M,Female,Classics
compliment,he,M,Female,Classics
hear,he,M,Female,Classics
doubt,he,M,Female,Classics
see,her,F,Female,Classics
interrupt,he,M,Female,Classics
beg,he,M,Female,Classics
set,he,M,Female,Classics
assure,him,M,Female,Classics
beg,he,M,Female,Classics
displease,her,F,Female,Classics
declare,she,F,Female,Classics
continue,he,M,Female,Classics
think,he,M,Female,Classics
expect,he,M,Female,Classics
shine,him,M,Female,Classics
seem,he,M,Female,Classics
elevate,him,M,Female,Classics
protest,he,M,Female,Classics
witness,he,M,Female,Classics
experience,he,M,Female,Classics
have,he,M,Female,Classics
ask,she,F,Female,Classics
ask,him,M,Female,Classics
know,he,M,Female,Classics
see,he,M,Female,Classics
speak,she,F,Female,Classics
would,she,F,Female,Classics
make,she,F,Female,Classics
condescend,she,F,Female,Classics
advise,him,M,Female,Classics
provide,he,M,Female,Classics
choose,he,M,Female,Classics
pay,him,M,Female,Classics
approve,she,F,Female,Classics
make,he,M,Female,Classics
live,she,F,Female,Classics
live,sir,M,Female,Classics
prevent,her,F,Female,Classics
fail,she,F,Female,Classics
present,she,F,Female,Classics
hope,he,M,Female,Classics
listen,he,M,Female,Classics
invite,him,M,Female,Classics
start,he,M,Female,Classics
read,he,M,Female,Classics
choose,he,M,Female,Classics
open,he,M,Female,Classics
interrupt,she,F,Female,Classics
interrupt,him,M,Female,Classics
hire,him,M,Female,Classics
offer,he,M,Female,Classics
act,he,M,Female,Classics
resume,he,M,Female,Classics
bear,he,M,Female,Classics
belong,he,M,Female,Classics
keep,he,M,Female,Classics
bring,him,M,Female,Classics
give,him,M,Female,Classics
recommend,him,M,Female,Classics
feel,he,M,Female,Classics
intend,he,M,Female,Classics
mean,he,M,Female,Classics
find,he,M,Female,Classics
think,he,M,Female,Classics
fix,he,M,Female,Classics
take,she,F,Female,Classics
know,she,F,Female,Classics
mentionshe,she,F,Female,Classics
succeed,her,F,Female,Classics
bear,she,F,Female,Classics
follow,him,M,Female,Classics
continue,he,M,Female,Classics
tell,he,M,Female,Classics
use,he,M,Female,Classics
bow,he,M,Female,Classics
say,he,M,Female,Classics
express,she,F,Female,Classics
know,she,F,Female,Classics
happen,she,F,Female,Classics
tell,her,F,Female,Classics
receive,she,F,Female,Classics
receive,him,M,Female,Classics
return,he,M,Female,Classics
help,he,M,Female,Classics
introduce,him,M,Female,Classics
tell,she,F,Female,Classics
bring,him,M,Female,Classics
watch,she,F,Female,Classics
watch,him,M,Female,Classics
say,she,F,Female,Classics
walk,he,M,Female,Classics
give,him,M,Female,Classics
see,she,F,Female,Classics
explain,she,F,Female,Classics
protest,he,M,Female,Classics
see,he,M,Female,Classics
receive,him,M,Female,Classics
include,him,M,Female,Classics
suppose,he,M,Female,Classics
meet,he,M,Female,Classics
convey,him,M,Female,Classics
strike,he,M,Female,Classics
declare,he,M,Female,Classics
suppose,he,M,Female,Classics
listen,she,F,Female,Classics
feel,she,F,Female,Classics
employ,he,M,Female,Classics
find,he,M,Female,Classics
hear,she,F,Female,Classics
could,she,F,Female,Classics
see,she,F,Female,Classics
see,him,M,Female,Classics
seat,he,M,Female,Classics
fall,he,M,Female,Classics
feel,her,F,Female,Classics
oblige,her,F,Female,Classics
say,he,M,Female,Classics
receive,he,M,Female,Classics
engross,him,M,Female,Classics
grow,she,F,Female,Classics
hear,him,M,Female,Classics
wish,she,F,Female,Classics
hope,she,F,Female,Classics
dare,she,F,Female,Classics
mention,gentleman,M,Female,Classics
enquire,he,M,Female,Classics
know,him,M,Female,Classics
speak,him,M,Female,Classics
estimate,he,M,Female,Classics
see,him,M,Female,Classics
choose,he,M,Female,Classics
take,him,M,Female,Classics
say,he,M,Female,Classics
wish,he,M,Female,Classics
go,he,M,Female,Classics
meet,him,M,Female,Classics
avoid,him,M,Female,Classics
forgive,him,M,Female,Classics
see,he,M,Female,Classics
add,he,M,Female,Classics
mean,he,M,Female,Classics
do,he,M,Female,Classics
hate,he,M,Female,Classics
deserve,he,M,Female,Classics
bebut,he,M,Female,Classics
expose,him,M,Female,Classics
honour,him,M,Female,Classics
express,he,M,Female,Classics
say,she,F,Female,Classics
induce,him,M,Female,Classics
irritate,him,M,Female,Classics
like,him,M,Female,Classics
suppose,him,M,Female,Classics
suspect,him,M,Female,Classics
continue,she,F,Female,Classics
add,she,F,Female,Classics
content,she,F,Female,Classics
give,he,M,Female,Classics
esteem,he,M,Female,Classics
give,him,M,Female,Classics
feel,he,M,Female,Classics
connect,him,M,Female,Classics
do,him,M,Female,Classics
lead,him,M,Female,Classics
cry,him,M,Female,Classics
shake,he,M,Female,Classics
call,her,F,Female,Classics
know,he,M,Female,Classics
choose,he,M,Female,Classics
want,he,M,Female,Classics
think,he,M,Female,Classics
desert,him,M,Female,Classics
lose,he,M,Female,Classics
assure,he,M,Female,Classics
assure,her,F,Female,Classics
consider,he,M,Female,Classics
make,she,F,Female,Classics
say,he,M,Female,Classics
ask,he,M,Female,Classics
reply,she,F,Female,Classics
give,him,M,Female,Classics
know,he,M,Female,Classics
know,her,F,Female,Classics
unite,she,F,Female,Classics
think,she,F,Female,Classics
selfdestine,he,M,Female,Classics
speak,she,F,Female,Classics
relate,he,M,Female,Classics
mislead,him,M,Female,Classics
see,her,F,Female,Classics
like,her,F,Female,Classics
derive,she,F,Female,Classics
give,he,M,Female,Classics
recommend,him,M,Female,Classics
say,he,M,Female,Classics
do,he,M,Female,Classics
think,she,F,Female,Classics
tell,he,M,Female,Classics
tell,her,F,Female,Classics
mention,her,F,Female,Classics
lose,she,F,Female,Classics
win,she,F,Female,Classics
regard,he,M,Female,Classics
crowd,he,M,Female,Classics
manage,he,M,Female,Classics
know,she,F,Female,Classics
deceive,she,F,Female,Classics
give,he,M,Female,Classics
impose,he,M,Female,Classics
do,she,F,Female,Classics
say,she,F,Female,Classics
speak,she,F,Female,Classics
help,she,F,Female,Classics
ask,him,M,Female,Classics
intend,he,M,Female,Classics
think,he,M,Female,Classics
entertain,he,M,Female,Classics
say,he,M,Female,Classics
propose,she,F,Female,Classics
could,she,F,Female,Classics
strike,her,F,Female,Classics
select,she,F,Female,Classics
observe,she,F,Female,Classics
give,her,F,Female,Classics
meet,him,M,Female,Classics
alarm,her,F,Female,Classics
dress,she,F,Female,Classics
call,him,M,Female,Classics
want,he,M,Female,Classics
assure,her,F,Female,Classics
reply,she,F,Female,Classics
approach,he,M,Female,Classics
resolve,she,F,Female,Classics
could,she,F,Female,Classics
provoke,her,F,Female,Classics
see,she,F,Female,Classics
point,him,M,Female,Classics
give,her,F,Female,Classics
dance,she,F,Female,Classics
like,he,M,Female,Classics
return,she,F,Female,Classics
find,she,F,Female,Classics
take,her,F,Female,Classics
accept,she,F,Female,Classics
accept,she,F,Female,Classics
accept,him,M,Female,Classics
walk,he,M,Female,Classics
leave,she,F,Female,Classics
console,her,F,Female,Classics
caution,her,F,Female,Classics
appear,her,F,Female,Classics
arrive,she,F,Female,Classics
begin,she,F,Female,Classics
oblige,him,M,Female,Classics
make,she,F,Female,Classics
reply,he,M,Female,Classics
address,she,F,Female,Classics
address,him,M,Female,Classics
smile,he,M,Female,Classics
assure,her,F,Female,Classics
wish,she,F,Female,Classics
say,him,M,Female,Classics
say,he,M,Female,Classics
make,he,M,Female,Classics
ask,he,M,Female,Classics
ask,her,F,Female,Classics
walk,she,F,Female,Classics
answer,she,F,Female,Classics
say,he,M,Female,Classics
stop,he,M,Female,Classics
compliment,him,M,Female,Classics
interrupt,sir,M,Female,Classics
strike,him,M,Female,Classics
turn,he,M,Female,Classics
smile,he,M,Female,Classics
say,he,M,Female,Classics
reply,she,F,Female,Classics
say,she,F,Female,Classics
say,he,M,Female,Classics
endeavour,she,F,Female,Classics
shake,she,F,Female,Classics
answer,he,M,Female,Classics
reply,he,M,Female,Classics
say,she,F,Female,Classics
accost,her,F,Female,Classics
use,him,M,Female,Classics
bear,he,M,Female,Classics
avoid,he,M,Female,Classics
include,him,M,Female,Classics
take,he,M,Female,Classics
presume,he,M,Female,Classics
accuse,him,M,Female,Classics
inform,he,M,Female,Classics
seek,she,F,Female,Classics
meet,her,F,Female,Classics
say,she,F,Female,Classics
forget,him,M,Female,Classics
vouch,he,M,Female,Classics
receive,he,M,Female,Classics
see,he,M,Female,Classics
see,him,M,Female,Classics
receive,he,M,Female,Classics
